"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
402000,12500,12,12,"no","Black","Female",16
-52803.5,12500,11,10.9474264705882,"no","Black","Male",3
123250,12500,9,10.9474264705882,"no","Black","Male",60
1000,12500,10,10,"no","Black","Female",13
63000,17420.7361516035,12,12,"yes","Black","Male",2
60050,17420.7361516035,7,10.9474264705882,"yes","Black","Female",12
171352.5,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",3
219875,17420.7361516035,12,12,"yes","Black","Female",53
206650,12500,8,8,"no","Black","Male",44
-1950,12500,11,12,"no","Black","Male",26
21100,12500,7,10.9474264705882,"no","Black","Male",24
102400,17420.7361516035,10,12,"yes","Black","Male",62
92750,17420.7361516035,10.8690857046641,12,"yes","Black","Male",5
6500,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",1
425000,17420.7361516035,12,10,"yes","Black","Female",30
24000,17420.7361516035,12,12,"yes","Hispanic","Female",49
18500,22500,10,11,"no","Black","Male",11
4175,22500,10.8690857046641,9,"no","Black","Male",1
-113819,22500,10.8690857046641,10.9474264705882,"no","Black","Male",2
-10400,3500,8,10.9474264705882,"yes","Black","Female",14
93325,17420.7361516035,8,10.9474264705882,"yes","White","Female",24
142000,17420.7361516035,9,12,"yes","White","Female",50
350,17420.7361516035,3,6,"yes","Black","Female",1
554040,17420.7361516035,11,9,"yes","Hispanic","Female",46
-50850,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",75
114200,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",9
63500,17420.7361516035,12,10.9474264705882,"yes","Black","Male",22
54000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",21
137300,17420.7361516035,7,10.9474264705882,"yes","Black","Male",13
516375,12500,11,9,"no","Black","Female",42
1000,17420.7361516035,2,2,"yes","Black","Male",4
141300,17420.7361516035,6,7,"yes","Black","Male",8
45000,5500,10.8690857046641,0,"yes","Black","Male",3
16050,5500,9,10.9474264705882,"yes","Black","Male",6
7000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",21
-1400,8500,5,5,"no","Black","Female",17
0,6500,5,3,"no","Black","Male",13
-150,12500,6,8,"no","Hispanic","Female",54
784700,2500,12,8,"yes","White","Female",89
-11250,12500,6,6,"no","Black","Female",32
136950,37500,11,8,"no","Black","Male",49
8017,3500,11,12,"yes","Black","Female",26
-3650,17420.7361516035,12,12,"yes","Black","Female",6
662000,17420.7361516035,11,9,"yes","Black","Female",20
450,6500,11,12,"yes","Black","Female",10
55675,17420.7361516035,10,5,"yes","Black","Female",1
2850,17420.7361516035,4,5,"yes","Hispanic","Female",2
393750,17500,12,11,"no","Hispanic","Female",38
286116,9500,8,12,"no","White","Female",51
347250,6500,6,4,"no","Hispanic","Male",26
194050,6500,6,4,"yes","Hispanic","Female",34
108150,12500,12,16,"no","Hispanic","Male",20
3749941,12500,12,16,"no","Hispanic","Female",42
58900.5,6500,12,18,"yes","Black","Female",26
79659.5,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",1
161500,17420.7361516035,3,6,"yes","Hispanic","Male",20
-10000,3500,3,10.9474264705882,"yes","Black","Male",5
32850,4500,10.8690857046641,4,"no","Black","Male",3
18255,3500,3,12,"yes","Black","Female",4
30500,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",3
71000,5500,7,6,"yes","Black","Male",7
36250,5500,8,10.9474264705882,"yes","Black","Male",2
243100,5500,7,9,"yes","Black","Female",21
3500,5500,7,9,"yes","Black","Male",1
-14750,500,4,10.9474264705882,"yes","Black","Female",2
2000,500,2,10.9474264705882,"yes","Black","Female",4
1800,17420.7361516035,12,10.9474264705882,"yes","Black","Male",5
0,17420.7361516035,12,12,"yes","Black","Female",1
53694,500,7,10.9474264705882,"yes","Black","Female",13
67500,4500,8,7,"yes","Black","Female",20
400,9500,11,8,"yes","Black","Male",6
66300,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Male",4
45400,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",25
83550,9500,10.8690857046641,10.9474264705882,"no","Black","Female",13
-110703.5,17500,12,14,"no","Black","Female",44
54550,37500,13,14,"no","Black","Male",51
240450,17420.7361516035,12,14,"yes","Black","Male",90
565000,17420.7361516035,13,12,"yes","Black","Female",18
79500,17420.7361516035,4,12,"yes","Hispanic","Male",9
-5500,17420.7361516035,6,11,"yes","Hispanic","Female",6
-12667,22500,10.8690857046641,10.9474264705882,"no","White","Female",1
53500,17420.7361516035,8,2,"yes","Hispanic","Female",13
21250,17420.7361516035,10.8690857046641,17,"yes","Black","Female",30
233500,37500,12,12,"no","Hispanic","Male",73
15,17420.7361516035,10.8690857046641,0,"yes","White","Female",3
-786.5,8500,6,12,"no","Hispanic","Male",11
90150,17420.7361516035,12,12,"yes","Black","Male",19
115000,17420.7361516035,13,10.9474264705882,"yes","White","Female",42
20000,12500,7,7,"no","Black","Male",4
4100,17500,4,4,"no","Hispanic","Male",9
64900,8500,11,8,"no","Black","Male",8
260000,17420.7361516035,12,12,"yes","Black","Female",21
0,3500,12,10.9474264705882,"yes","Black","Female",21
0,3500,12,10.9474264705882,"yes","Black","Male",9
9979,3500,10.8690857046641,10.9474264705882,"yes","Black","Male",8
97600,37500,12,8,"no","Black","Male",11
376500,37500,13,5,"no","Black","Male",38
20628.5,17420.7361516035,6,9,"yes","Hispanic","Female",37
8250,6500,3,4,"yes","Hispanic","Female",23
0,6500,3,4,"yes","Hispanic","Male",1
492300,6500,3,4,"yes","Hispanic","Male",3
400,37500,10.8690857046641,10.9474264705882,"no","Black","Male",2
4225,2500,8,4,"yes","Black","Female",19
-127366.5,2500,11,4,"yes","Black","Male",4
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",58
1464000,17420.7361516035,12,12,"yes","White","Female",20
3000,22500,10,14,"no","Black","Male",45
-400,22500,10,14,"no","Black","Male",18
611250,6500,8,10,"yes","Hispanic","Female",14
232975,6500,8,10,"yes","White","Female",27
-43700,37500,12,12,"no","White","Female",47
403785,22500,8,10.9474264705882,"no","Hispanic","Male",65
30000,22500,8,10.9474264705882,"no","Hispanic","Female",32
-145266.5,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",38
12500,17500,16,16,"no","Black","Male",35
21400,17500,16,16,"no","Black","Male",4
2850,3500,12,0,"yes","Hispanic","Female",28
219875,17420.7361516035,11,14,"yes","Black","Male",56
-2200,5500,11,16,"yes","Black","Male",36
33352,12500,12,10,"no","White","Female",24
87537.5,17420.7361516035,8,10,"yes","White","Female",38
53000,12500,9,10,"no","White","Male",8
4962.5,17420.7361516035,12,10.9474264705882,"yes","White","Female",50
-4500,9500,9,12,"yes","Black","Male",13
71600,9500,9,10.9474264705882,"yes","Black","Male",12
0,17420.7361516035,11,10.9474264705882,"yes","Black","Female",5
20000,5500,5,12,"yes","Hispanic","Male",28
22368,4500,5,4,"no","Hispanic","Male",4
223250,5500,8,9,"yes","Hispanic","Male",44
81825,17420.7361516035,8,12,"yes","Hispanic","Female",24
811000,6500,3,2,"no","Hispanic","Male",57
309000,7500,3,2,"yes","Hispanic","Male",36
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",7
-17572,17500,12,12,"no","Hispanic","Female",38
60500,6500,6,10.9474264705882,"no","Hispanic","Female",34
240550,12500,10,10.9474264705882,"no","Hispanic","Female",14
31000,22500,12,11,"no","Hispanic","Female",37
25850,8500,4,3,"no","Hispanic","Female",1
181000,17420.7361516035,10.8690857046641,0,"yes","Hispanic","Male",6
0,6500,6,4,"yes","Hispanic","Male",8
-14900,5500,6,4,"yes","Hispanic","Male",9
0,17420.7361516035,6,10.9474264705882,"yes","Black","Female",42
15500,12500,3,10.9474264705882,"yes","Hispanic","Male",10
47899,12500,3,10.9474264705882,"yes","Hispanic","Female",17
-45600,17420.7361516035,0,2,"yes","Hispanic","Female",72
-11823,4500,1,3,"yes","Hispanic","Female",38
0,4500,9,10.9474264705882,"yes","Hispanic","Female",9
7400,6500,8,8,"yes","Hispanic","Male",45
0,6500,10,8,"yes","Hispanic","Male",56
32050,6500,7,10,"yes","Hispanic","Female",19
3620,12500,3,6,"no","Hispanic","Female",18
13000,12500,3,6,"no","White","Female",4
42500,17420.7361516035,12,10.9474264705882,"yes","Hispanic","Male",14
63000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",9
47250,17420.7361516035,14,15,"yes","Black","Female",38
98000,17500,8,8,"no","Hispanic","Female",17
650,17420.7361516035,6,12,"yes","Hispanic","Male",20
664500,17420.7361516035,3,10.9474264705882,"yes","Hispanic","Male",52
775818,17420.7361516035,7,1,"yes","Hispanic","Female",34
0,17420.7361516035,8,10.9474264705882,"yes","Hispanic","Male",4
890500,17420.7361516035,12,8,"yes","White","Male",66
131500,17420.7361516035,3,3,"yes","Hispanic","Female",24
94800,5500,8,10.9474264705882,"yes","Black","Male",1
0,500,10.8690857046641,3,"yes","White","Male",1
-7000,17420.7361516035,5,6,"yes","Hispanic","Female",3
1400,8500,0,5,"yes","Hispanic","Male",1
101500,17420.7361516035,13,8,"yes","Black","Female",49
48600,17420.7361516035,10,10,"yes","Black","Female",13
100,17420.7361516035,10.8690857046641,8,"yes","Black","Male",48
211200,500,12,12,"yes","Black","Female",27
-13514.5,17420.7361516035,12,12,"yes","Black","Female",59
64000,17420.7361516035,12,12,"yes","Black","Male",25
0,5500,10,10.9474264705882,"yes","Black","Female",11
32795,4500,0,0,"yes","Hispanic","Female",17
750,17420.7361516035,10,5,"yes","Hispanic","Male",16
40750,5500,11,8,"no","Black","Male",9
-36450,17420.7361516035,9,8,"yes","Black","Female",20
54923.5,7500,12,14,"no","Black","Male",26
0,17420.7361516035,5,16,"yes","Hispanic","Male",27
221064,7500,10.8690857046641,10.9474264705882,"no","Black","Male",24
-1750,5500,11,10.9474264705882,"no","Black","Male",18
0,17420.7361516035,10.8690857046641,11,"yes","Black","Male",9
0,3500,11,10,"no","Black","Male",6
337809,6500,13,16,"no","Black","Male",52
55000,5500,8,6,"no","Black","Male",20
76000,2500,12,12,"yes","Black","Male",9
-380350,17420.7361516035,8,10.9474264705882,"yes","White","Male",27
276950,6500,10,12,"no","White","Male",68
0,5500,12,12,"no","Black","Male",7
399526,17420.7361516035,12,12,"yes","Hispanic","Male",28
428290,12500,13,12,"no","White","Male",79
1156041,17420.7361516035,14,13,"yes","White","Female",75
388050,17420.7361516035,12,10,"yes","Black","Male",49
727200,17420.7361516035,12,14,"yes","White","Male",76
49000,12500,10.8690857046641,10.9474264705882,"no","Hispanic","Male",33
207000,6500,9,10.9474264705882,"no","White","Male",35
18000,6500,15,12,"no","White","Male",63
-12800,6500,9,11,"no","White","Male",91
32000,17420.7361516035,13,12,"yes","White","Male",91
247500,4500,12,12,"no","White","Male",46
774900,3500,12,12,"no","White","Male",67
58225,6500,12,12,"no","Black","Male",40
645865,17420.7361516035,14,12,"yes","Black","Male",58
224100,7500,9,8,"no","Black","Male",17
51500,5500,3,3,"no","Black","Male",68
70000,17420.7361516035,11,11,"yes","White","Female",84
55750,6500,8,10,"no","White","Male",27
25000,5500,10.8690857046641,10.9474264705882,"no","Black","Male",27
-129871,3500,12,12,"yes","Black","Male",10
9055,17420.7361516035,9,5,"yes","White","Male",16
37300,5500,18,12,"no","Black","Male",6
161400,3500,12,16,"no","Hispanic","Male",50
241702.5,6500,12,11,"no","White","Male",42
89200,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",30
477050,17420.7361516035,14,14,"yes","Black","Male",63
22650,17420.7361516035,12,12,"yes","Black","Male",14
318200,6500,12,12,"no","White","Male",15
0,2500,10.8690857046641,12,"yes","Black","Male",27
78250,3500,8,8,"no","Hispanic","Male",39
0,17420.7361516035,6,5,"yes","Black","Male",27
102850,6500,6,12,"no","Hispanic","Male",25
-46450,5500,12,12,"no","Black","Male",17
52500,5500,10.8690857046641,10.9474264705882,"no","Hispanic","Male",6
367500,6500,12,12,"no","White","Male",63
-9956,2500,9,10.9474264705882,"yes","White","Male",68
628263,17420.7361516035,12,10.9474264705882,"yes","White","Male",89
93950,5500,10,8,"no","White","Male",48
-5900,17420.7361516035,4,10.9474264705882,"yes","Hispanic","Male",16
101000,4500,8,12,"no","White","Male",22
22200,17420.7361516035,10.8690857046641,8,"yes","Black","Male",39
58354,3500,10,10.9474264705882,"no","White","Male",16
8287.5,4500,14,10.9474264705882,"no","Hispanic","Male",79
734.5,17420.7361516035,12,12,"yes","Black","Male",7
465292,6500,12,10.9474264705882,"no","Black","Male",53
313000,5500,11,6,"no","Black","Male",38
25500,17420.7361516035,8,12,"yes","White","Male",67
20,5500,10,8,"no","Black","Male",25
108000,17420.7361516035,8,8,"yes","Hispanic","Male",8
0,5500,10.8690857046641,10.9474264705882,"no","Black","Male",8
250,17420.7361516035,10,12,"yes","White","Male",8
71000,17420.7361516035,10.8690857046641,14,"yes","White","Male",47
456500,4500,12,12,"no","White","Male",56
127925,5500,12,11,"no","White","Male",24
40098,17420.7361516035,11,10,"yes","Black","Female",49
227850,17420.7361516035,3,5,"yes","Hispanic","Male",19
11366,17420.7361516035,12,8,"yes","White","Male",27
677000,4500,18,20,"no","White","Male",99
127925,17420.7361516035,10,10,"yes","Black","Male",35
3000,17420.7361516035,12,12,"yes","Black","Male",5
239600,17420.7361516035,12,7,"yes","White","Male",81
134250,500,16,10.9474264705882,"yes","White","Male",97
886640,17420.7361516035,16,12,"yes","White","Male",94
975138.5,17420.7361516035,13,16,"yes","White","Female",38
46200,17420.7361516035,16,12,"yes","White","Male",99
327091.5,2500,12,12,"yes","White","Female",65
868552,6500,11,9,"no","Black","Male",57
229650,6500,12,12,"no","White","Male",78
37700,6500,12,12,"no","White","Male",94
553484,6500,12,10,"no","White","Male",83
158150,9500,12,12,"no","White","Male",42
773109,9500,12,16,"no","White","Male",94
44060,17420.7361516035,12,12,"yes","White","Male",73
-82600,3500,8,12,"yes","White","Male",81
246850,6500,15,13,"no","White","Male",87
65100,4500,14,12,"no","White","Male",70
379746,17420.7361516035,12,10.9474264705882,"yes","White","Male",50
-800,17420.7361516035,12,12,"yes","White","Male",46
285350,5500,7,12,"no","Black","Male",59
242438,3500,12,12,"no","White","Male",85
-45080,17420.7361516035,12,16,"yes","Black","Male",65
129850,17420.7361516035,12,10,"yes","White","Male",76
516050,7500,12,11,"no","White","Male",30
175165.5,6500,10.8690857046641,10.9474264705882,"no","Hispanic","Male",29
23950,5500,12,12,"no","White","Male",44
1650,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Male",25
263000,5500,12,12,"no","White","Male",57
675892.5,17420.7361516035,8,11,"yes","Black","Male",55
185100,17420.7361516035,12,13,"yes","White","Male",41
65450,17420.7361516035,11,10,"yes","White","Male",30
96450,5500,14,12,"no","Black","Male",24
18537.5,12500,10,10.9474264705882,"yes","Black","Male",20
3036715,17420.7361516035,12,16,"yes","White","Male",45
189701,5500,12,10.9474264705882,"no","White","Male",53
674000,17420.7361516035,12,11,"yes","White","Male",93
285250,6500,10.8690857046641,12,"yes","White","Male",56
68500,17420.7361516035,12,12,"yes","White","Male",49
734700,17420.7361516035,12,12,"yes","White","Male",78
1289804.5,17420.7361516035,12,10,"yes","Hispanic","Male",58
1347844,5500,12,16,"no","White","Male",62
3750,17420.7361516035,11,10,"yes","White","Male",40
219400,17420.7361516035,12,12,"yes","Black","Female",20
592000,17500,0,0,"no","White","Male",10
411909,17500,0,0,"no","White","Male",5
108200,22500,12,12,"no","White","Male",73
305050,22500,10,12,"no","White","Male",21
32100,12500,10.8690857046641,10.9474264705882,"no","Black","Female",16
-1750,12500,11,14,"no","Black","Male",5
3850,5500,11,10,"yes","Black","Female",2
1000,5500,10.8690857046641,10.9474264705882,"yes","Black","Female",17
120000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",12
161000,3500,10.8690857046641,2,"yes","Hispanic","Female",15
-3500,17420.7361516035,4,10.9474264705882,"yes","Hispanic","Female",6
486750,17420.7361516035,13,10.9474264705882,"yes","White","Male",91
161000,37500,10,8,"no","White","Male",35
154754.5,37500,12,18,"no","Black","Female",88
52,37500,12,18,"no","Black","Female",68
3248626,50000,14,10.9474264705882,"no","White","Female",41
7400,37500,16,16,"no","White","Female",38
3950,17500,9,9,"no","Hispanic","Female",22
401750,17500,9,9,"no","Hispanic","Female",29
574000,37500,10,10,"no","White","Female",19
130750,17500,12,8,"no","White","Male",32
815600,17500,12,8,"no","White","Male",53
96900,17500,8,8,"no","White","Female",65
-11000,5500,15,18,"yes","Black","Female",21
914700,17420.7361516035,12,9,"yes","White","Female",32
4500,12500,12,12,"no","Black","Male",10
2150,3500,12,10.9474264705882,"yes","Black","Female",19
452643.5,17500,12,12,"no","White","Male",31
292000,37500,12,12,"no","White","Female",23
1200,22500,12,12,"no","White","Female",54
126500,22500,12,12,"no","White","Male",66
0,37500,8,8,"no","White","Male",1
26210,37500,8,8,"no","White","Female",2
-1195,37500,8,8,"no","White","Female",4
133550,37500,8,8,"no","White","Female",6
0,37500,8,8,"no","White","Female",3
-8264,22500,12,11,"no","White","Female",18
1242416.5,37500,13,12,"no","White","Female",91
34300,17420.7361516035,9,10.9474264705882,"yes","White","Male",26
15920,17420.7361516035,8,9,"yes","White","Female",13
465280,37500,12,8,"no","White","Female",43
287500,37500,14,18,"no","White","Male",48
560062.5,50000,10.8690857046641,20,"no","White","Male",42
13400,12500,12,10.9474264705882,"no","Black","Male",1
0,17420.7361516035,10.8690857046641,12,"yes","Black","Female",8
2500,17420.7361516035,8,12,"yes","Black","Male",12
138250,17500,14,10.9474264705882,"no","Black","Female",31
0,17500,14,12,"no","Black","Female",4
156500,17500,9,12,"no","White","Female",12
0,12500,9,3,"no","Black","Male",4
33000,12500,9,3,"no","Black","Female",18
-2700,5500,12,12,"yes","Black","Female",19
37150,7500,16,11,"no","Black","Male",26
-10392.5,8500,14,16,"no","Hispanic","Male",13
470650,12500,6,9,"no","Hispanic","Female",38
240000,12500,6,9,"no","Hispanic","Male",8
484859,22500,14,15,"no","White","Female",51
143000,12500,12,12,"no","Black","Male",11
13250,17500,12,6,"no","White","Female",16
629000,12500,12,16,"no","Black","Female",75
268900,17420.7361516035,12,16,"yes","White","Female",53
45250,22500,10,12,"no","White","Male",71
25500,22500,10,10.9474264705882,"no","White","Female",39
221000,22500,12,16,"no","White","Male",71
52000,17500,8,8,"no","Hispanic","Male",12
3749941,22500,12,12,"no","White","Female",57
2500,22500,13,13,"no","White","Female",16
2266000,22500,13,12,"no","White","Female",46
196800,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",74
363263,17500,12,12,"no","White","Male",68
1853931,17420.7361516035,11,12,"yes","White","Female",30
23800,17500,12,13,"no","White","Female",57
15134,17500,12,13,"no","White","Male",28
